"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"NT-49",6212.76833529159,6164.11638294904,6708.33190805774,6935.65695868198,6920.45555886701,6926.01733509217,6897.46323225445,6502.8690203484,7536.37687140458,7404.16908952563,6288.01111555331,6764.82455600038,7006.54741263104,6172.94297087037,6671.58221432231,6514.56306188015,6366.65820132346,6369.36071394552,6088.94673403141,7052.60721082446,7141.19155140462,6517.95343290864,6404.78318324059,6924.54958490067,6296.02166500952,6755.0150786035,6123.57045939421,6709.08619126437,6208.20831246393,6509.09147025023,5528.30265337139,6431.72890767187,5245.59833555436,6860.78277276969,6868.13304824735,4008.35129200291,5569.88364577497,6432.02384702404,6083.18281539452,5129.57173611607,6462.49158024845,6167.83843120756,5460.19084430839,4994.8351827155,7064.72488637894,9611.82803353473,4913.22672302221,8968.61374435023
"NT-5",8786.21388243451,9110.38295851079,8950.92565823663,8302.93915156469,9280.55795484372,7745.21194182914,9309.69081074781,11156.2278627106,8687.09456453003,8979.32353277503,8947.96510136863,10613.7233702928,8942.3687175697,6782.31882465958,8319.26416309369,9711.98856468757,8880.09582050559,8370.04800123462,7471.89378636861,7834.4948753048,9360.49681651317,6851.65380441729,8483.82785374008,5126.76612642872,7030.3138863439,7542.10803712592,8060.25318309869,8049.96114213083,8424.03415351436,7023.01767104478,6995.48775554142,9156.92823815089,9092.51591691141,5669.93060819455,11338.938578123,9344.86478220326,7675.98303467259,6902.02288320713,8701.24203566666,7590.45180550278,6953.34016504431,7574.39791762967,6068.38041855067,9158.66275224525,7542.20284421697,5288.7759290032,10245.002302862,7442.0005398901
"NT-50",8628.84491012721,8508.43224554686,8551.7913256256,8626.69307461514,8706.31388610737,9744.04678226735,8622.87601409346,9392.18083275931,8374.93694263753,9440.31558914518,8436.47531195922,9490.87128953657,9255.95970777783,8915.70811316079,9069.89910925148,10558.3249624703,7961.01187892164,9165.38763441691,8811.7273814387,9224.5173899365,7464.03560157213,7678.05295974165,7371.69003421832,7646.50906347437,9922.50315628576,9435.66660720865,10040.2452919711,9807.32711779208,9158.42214654821,8764.60309541959,9600.85281575849,10498.2949817776,9569.28930972282,9410.9790809903,8764.96587418706,7755.10878546659,9479.09392665296,9745.75442536538,8509.07679636306,8975.8624544538,7454.63233675071,9100.08948866689,9839.15577885275,8708.00093124836,10195.6160670597,12840.9986064808,8515.13291839037,10008.0099686635
"NT-6",10502.7258660889,9390.19598524012,10156.7848919301,11329.460200081,11523.5715779398,11588.873036639,10958.8839017386,11391.7993604991,11087.4121788338,11141.6238687925,10386.1418574206,11375.2921490141,11026.9447229917,10716.2932630577,10313.3089618389,11169.4132496851,12211.028128951,11308.4388178604,9615.4064438281,12289.5951258519,11565.9376132096,10291.7120459991,12583.4349255267,10669.0621498552,12557.1841280874,13059.317862831,11637.9850013179,15156.6926104617,10934.9787769113,11900.993834848,14198.0328025579,12123.0750704101,12933.9784251242,12972.1272636328,14026.4689013502,11752.4456017415,12902.5346064951,11774.5044738055,11581.4146423489,13096.5710513337,11379.3322977355,11556.8133176205,12594.2025681553,11638.9008592919,10803.6696296943,11297.0514262909,9878.15069201713,10324.2233420529
"NT-7",7318.31842645885,7680.75001522145,7705.32211599926,7269.04641515655,7449.90044493598,7330.15334108241,7631.18245404618,6146.77257020295,7783.58244153684,7782.63059871953,6537.54358366599,7864.0700573623,7778.46369622029,8204.1958168344,7479.03377940325,8012.35576585089,8442.6644516893,8075.82928251563,8273.36190223149,8176.14366752467,7727.46050140206,6201.91955165633,9871.80704304683,8802.02370855027,8128.94099238325,6463.98911074648,8524.41681109397,7521.33791835284,7034.15130728185,8184.39482386836,7038.67762002088,7594.92374385194,7365.43975942752,7244.27753763287,9652.39763975975,7688.10405812146,8785.01973398654,7853.09837393451,7746.56512680641,8113.53313385672,7526.69308643351,8106.98841355605,9107.24900916632,8668.8476879348,7548.04951308845,7853.94830288722,11503.6314067361,5765.40093173771
"NT-8",12976.9892878281,13158.266366196,11952.0437650937,11069.3007976297,12430.7550269541,11754.8964769377,12489.1407718453,12032.7729707609,11818.3651195386,13299.2081735428,11456.7500401115,11804.3160701806,11693.325577184,13961.7074146884,11647.406879246,11667.7494839059,12916.1770568242,12183.5022328891,11468.1796330504,11498.9222067145,13446.553721394,10643.0789077641,11194.4810317331,15413.5028231102,15749.6123307954,16389.1084820783,15278.7978805426,17537.8528359287,17875.6271036477,16486.9446434334,14286.9531117803,17254.979907176,14520.3136954852,14418.3500839864,16054.5238651376,15415.6766542681,17641.6699006682,15762.3750838438,15916.6624410379,17330.0662843783,17421.9916841798,14940.5649646716,17825.6725469367,12771.9477780394,15286.1157645002,19270.0753940556,11197.4246421285,17387.9142267702
"NT-9",5919.18924409646,5370.5290172251,4941.82423681954,5692.67314697043,4924.85560368394,4858.37014768806,5565.71258996124,4629.25385189082,4872.37331562637,4176.0456871178,3192.15186386479,4758.26530748259,6024.56536957545,5355.85143057297,5094.92103920487,4611.69816752328,5286.2266237007,4620.1829765291,3701.12448539164,4583.95065218432,5178.37895191995,4676.71255952562,5448.59808161846,5395.2477722058,8305.48598281127,9640.707630017,9316.22535296829,8633.23703432081,9161.34411469026,9120.02869223077,7357.52044308986,6404.03379252472,7403.62527143759,5350.49789787373,7644.53069717966,8070.85708966833,9470.86054358455,8786.76649295141,8823.45912786374,8563.7915947658,8364.26875665963,8646.58667916567,7357.53438788471,6616.89811999153,8227.23754699275,5767.09682012084,7247.5562142517,9372.7172396485
"CD33-1",15398.3555760186,16846.3901680863,14775.5809188822,14695.1520251263,16055.4161700418,15092.8414345219,15960.9058110311,16657.6440971115,15337.4091178919,15736.2173308756,14749.3361338806,13795.4797234412,17161.0659192745,16806.608999516,15607.0881672748,17327.6241440778,16201.6929936439,16018.7855952872,19299.3522299783,15520.6165608455,15858.9712250996,23133.2875189966,18471.6247307248,15391.6827600258,14442.954503551,14564.5268459357,15254.318662839,13013.9310937573,15462.0814183189,14117.1204614518,14242.4929571691,15020.9072853063,14159.1878533329,14782.5384762478,14992.1292491013,15024.6627659253,14071.6750022084,16772.7938872205,13060.3183240293,15203.9937884881,15112.9146182572,15082.7225782459,16411.7617418607,12656.0861396626,16840.3552395036,16283.0926140805,11584.1598091167,16969.4808202911
"OR11A1-1",12417.6021005509,12354.0978355957,12713.950616116,11542.405488754,11579.570556274,12360.0082264474,10530.0434433398,11500.2718176204,12298.2347556777,11435.1968151766,11572.7153364959,11278.8130854025,11388.7804809242,12125.5466499751,11927.1194647138,12015.7496474678,12160.8310866278,13005.4164600202,12264.120382597,13712.8063802992,12710.7465763803,12758.1503801204,13402.1866944998,11777.1418751825,10291.3360025303,10247.3266928878,9904.66808622803,9377.6440695875,9486.65656783788,9374.59026832527,9849.82968158128,11296.8374685203,9891.13862523624,8944.11588898295,11894.9503288752,10056.2163396345,10709.9846953793,11225.3810207566,10831.2015481077,9004.28113443228,11819.0073066696,10184.2915696599,11333.1188868633,12317.290728133,10485.0261761983,10973.1252531923,12971.0378501155,11612.960020912
"OR11A1-2",13710.9370158159,13231.158835344,13571.4129323609,14170.9790068541,13219.8315398454,14438.578008608,15475.9475582715,11860.7509933061,15633.0863684423,16308.0361220252,14692.3888901204,14198.8443191791,13178.8623833622,15961.9750477479,13621.7843868255,13155.7981832969,14310.937732804,15679.0104297988,13864.8456677963,17253.2640071034,14035.7936289083,14844.7591737303,21762.227078407,13168.8824206064,11695.8244932602,12820.2608178056,11688.8264534716,12799.0895696551,11934.2918814905,10777.0804611478,11614.2626745806,14771.651248982,13706.4167823564,12726.4097941553,14468.0818652608,15300.0246591245,13636.9523761967,11589.3533383394,12114.8653466557,12759.9873103386,12197.0651528315,12170.4937198816,12294.7861623745,11008.4537373655,13126.746061298,10153.7232203072,11020.4609924527,15065.5132880702
"OR11A1-3",20608.7232305628,22818.8698982754,21851.7590868675,21223.225919968,21027.1072828779,21615.8150230995,21318.0612249351,20659.0725153613,23096.7557192197,23846.6121026665,23208.5903433439,22482.7009405535,22344.363151657,19782.3370388294,22396.6741285913,22475.2425634865,21982.7190345302,21620.3303626403,24126.953970631,23892.964249045,20404.5362259244,21581.5807914814,25816.0230393106,19879.0261682434,22862.0140152364,21314.8174770091,22277.0296186541,22176.7336392426,21591.3965909477,21548.3972639689,22130.99467533,25966.0167914578,26400.3719891315,23538.8560135586,25491.5826120191,26904.6927115158,22164.2672201422,22563.1187134626,23614.0332665826,23092.8417337649,24270.8959801186,22718.1882031153,24902.5040544019,24215.8814665455,23942.1090287353,24992.7711187984,27558.6088146855,20781.2371943812
"OR12D2-1",20767.4146312089,20561.5547246606,19927.9654286258,21438.0983153258,22398.5731704451,18367.4353425185,24897.8739577408,22946.8552473726,23244.1096276907,24275.7709479829,22742.6583489426,23883.700108956,20559.3067458568,19931.5251009624,20675.7861515921,21198.7779635412,22190.6782098691,21905.058154949,21385.3802777483,20882.5503198848,22054.4079669645,22369.7025512504,25341.3419542036,21762.1924822628,15569.6938692127,14083.5780873668,14272.3254295752,15146.3274492112,15170.8585934952,14422.5943527652,17645.6002201245,17097.1177508372,15707.3376116839,18205.9093635047,17179.1648798966,15076.0636526558,15297.6257410937,15290.7935593234,14185.6379653912,15790.1290630443,14737.9898481684,16116.8691615015,15212.0168381417,17769.1800981007,16666.9040629828,16406.204742174,17550.2208299294,18612.6439690217
"OR12D2-2",11030.3747732369,11800.3502070684,10916.1548721943,11808.3462112597,11566.3344341223,12687.6860691422,12082.9149469949,10908.6038696864,12458.1913010574,12101.3362316705,10484.5052784609,13862.1939695556,11971.7380909265,10834.4961122861,10201.8609785666,13244.8862251687,11480.7806799161,9918.01809875289,12045.2366764717,12553.1527655644,11768.9530435297,11300.6649339723,13840.8037135925,14926.8205464895,11999.436897181,12993.175597409,11010.9404247564,13322.0590691146,11997.6011912348,13697.3340133262,14417.7929953505,13353.6613534482,13947.5310153342,13048.4751916491,12991.832814474,14300.4609868114,12286.6775529786,12165.3790931227,14394.7137457535,12395.8729731143,12747.4421830175,11566.824417168,15180.8276292062,12380.4153449038,10994.6608128295,21869.5577052771,12130.9576030589,11710.4034169413
"OR12D2-3",9782.00242148827,9361.97954556993,9010.11930925945,8780.86160940107,8807.11204710896,10332.7746396423,9814.75095999486,10052.8767079522,10264.3630453347,9883.62252826327,9304.14422597761,11388.634998237,9209.72513870868,9288.67826849317,9076.45487297338,9137.09229448319,10426.6427911293,9584.88658175172,13036.8461936152,9829.72382186884,10623.1537611867,11193.6845207534,8176.79594037518,11108.3095067272,10205.8747332785,8715.66080361432,8247.61334936859,10563.9838890821,9837.29274488322,10060.4656091987,10482.4341671923,8745.19419296334,11255.9979259389,10489.5032595186,11556.8009736522,12040.6577166234,9260.08593703342,10020.3161518898,9182.42379488285,9337.31254043012,10518.7807363061,8602.53784115673,12428.8997607972,11868.2269986999,9807.7870319178,12880.3541228386,10805.7185861045,9889.54936956898
"OR13A1-1",8019.20544597876,8566.04080987348,8538.26134824896,8473.48809317162,9404.77387042144,8540.37684010182,10311.4353190388,9373.55424921324,10471.8218375241,9952.00498163787,8894.12407090448,8031.36885915688,8998.65427991475,8849.14728543993,8758.50033246113,9607.58851561898,8632.69611191277,9679.79584585461,8832.73137344063,9562.261624531,10634.0472720819,8953.96614492177,11447.90419832,13789.3311709181,12712.3638012025,11729.8583278478,10930.912213033,12459.8661105462,11464.829000002,11870.2543237725,10937.1980343584,12072.3006926403,10782.4975770141,14446.4320804982,13043.1440350427,13316.501155113,11208.9277093245,11546.6261532319,11198.6214856561,11281.3278677082,12834.1239543751,12285.6213646777,12088.9373834002,14476.3124308521,12401.7591212338,12790.5428162785,15314.3149416095,11709.4480895293
"OR13A1-2",15032.042926194,15067.5787838785,15234.7545261021,15235.7054502194,16370.0286119558,16292.1423387849,17687.9937509107,16915.1292226013,16458.0743691582,16535.5846306683,18340.1187040665,14907.0417010089,15438.3256717849,15718.6837464234,16026.6570454765,16307.2876645141,15874.2170508688,15458.8209370801,15880.1234267177,17627.1253997326,18073.3248943467,14711.2790251269,19941.4790969288,18321.2634036994,11395.5855604941,11680.7240735343,11575.8454486857,10487.6586107826,11247.62936811,10800.1350944545,12194.7852647898,13445.0552334338,11061.797322002,12396.4463351426,14786.8843668267,9958.00393106013,11702.9306934287,12587.9034791863,11474.5707692961,11642.7779536845,12850.833693432,12117.4348922799,12616.0350144102,12228.5966463411,12267.2857371896,14001.4817811333,13458.1849756276,13347.8346011996
"OR1G1-1",16482.7468137664,14731.3328778088,16083.7606064866,15669.3044543049,15546.3345488216,16495.3026012556,16773.357460732,14732.531903556,17931.6134538681,15956.6917926178,16253.7787735807,17854.7850062483,16434.3791054268,14745.5185411254,15720.7214051211,16223.7676252592,15783.3843076173,16426.8954309297,19393.3174573553,17330.3790202045,16160.0282534767,19709.9142959903,16653.8008627072,17052.8536496218,17449.8417927519,15805.1667673522,18703.0638339277,17014.8833364692,18764.8794082099,17054.6649886102,20512.6450474819,18731.1295445188,21017.3058103409,19599.4784403989,18945.6167355389,20305.1860045085,17775.0507063763,17622.5901243596,19805.3182235854,16928.6524296822,14362.0207193886,20483.7107841159,18219.6962198219,20815.1426187392,19891.3419456074,18753.4081023842,19353.6593721314,18029.8942476696
"OR1G1-2",20405.0692664004,19525.7762517676,18850.6409800105,20991.9731177891,20793.9479003591,20258.1364948674,21959.6467544927,21590.4016926647,21764.7539413306,21707.891922985,22254.9828614693,21412.1938836717,20056.7570820617,19653.8057852995,20689.9903063228,21371.386044668,20354.9006620499,21799.7088717947,22718.5810332388,21113.895359188,22705.047663161,19321.2515103508,21780.7464636576,25778.9814865743,23139.7631403047,21406.4717590939,23881.3598866135,21905.3548719555,24342.9165913729,24848.0916559862,23236.1470899516,23928.5794871329,22986.5872154315,23380.0172207892,24766.4961836554,25658.2212083008,26115.4677546691,23780.8434890279,25408.8566016782,24115.9142129903,23423.921081673,23388.931872797,22905.355042232,25471.1823899251,24575.4981564796,22058.2623606337,25083.1060748382,26557.1467276515
"OR2C3-1",11710.1029393374,10470.6504876109,11127.5607687044,11579.9840691081,12249.5219697998,12279.1810252494,12626.5037311762,11260.3175942916,12305.0207909362,13229.6467123514,13208.6543390604,12333.9245470272,11874.2434561502,12304.5723245347,12121.6071217969,12959.5260910479,11816.6227964117,11438.4645096813,12694.1494820048,11844.4755565597,12911.7813683558,15200.051922219,11290.9767759335,14715.2608044108,14341.7503689108,14062.7905182342,15394.6034104481,13432.3066933249,14234.8547986602,17126.7107176935,16206.361500853,18226.1552783358,15208.7439262953,17271.305417099,17381.04509197,17492.8232019674,14190.2357183934,15924.5801384187,15720.6538969483,16043.2329316026,16360.9232540679,17286.1655886481,16605.1348372608,20647.3430045382,17948.2989906502,18316.4609592324,23462.596249155,20886.323209707
"OR2C3-2",11236.6735940768,11224.2645638021,10322.527114794,10077.8044082877,10856.6746541414,10814.4610684037,11782.2240787035,9588.30780068557,11678.7666799345,11417.5116979246,8016.10111256606,11187.4658868767,10954.5775714052,10189.5446436806,10724.1368217448,10338.3888590991,11137.7675573744,10815.8597371663,10773.9424237237,10850.7656409031,11966.026558816,7947.95767199129,11391.3713380814,13471.5172086025,10590.4504449115,10851.1110872405,9786.03803120287,9640.54225039688,11690.7945363201,11376.5009271212,13747.079805787,11268.2191828682,13900.6173862933,11905.0113961875,11400.3438092953,14310.557589562,11433.699067092,10618.4967433956,11006.4562463525,10785.7771355834,11121.3757010449,11923.2195610586,12393.5519906703,12417.1714508717,9492.06691285756,13610.9539649676,12366.5777433576,9878.08544062435
"OR2C3-3",9739.68471464934,10714.0172797663,10424.0019451188,10106.7110085601,10215.231811404,9778.99908548812,10554.3332349288,11326.0584773954,10181.9611886239,10415.3550536416,11182.3678656308,10534.6926479727,9643.92804822764,10276.7622800045,11709.686634604,12114.5816939194,9819.49761255369,10341.3134166518,12726.2082066394,11459.8766304608,9572.42511938386,13223.3679568707,12943.1008811827,10474.5789788859,10436.3952621813,9963.85984107903,10306.6921615911,10734.537906023,10589.2125467693,10860.6535068845,12272.2729628265,12462.801816215,10174.8024287396,11651.395865191,11677.087933346,12392.203066941,10711.631371993,11795.0768221906,10936.508099246,11006.0219054166,11680.1076007593,10933.121815812,11658.5263000903,12111.1369164004,13712.3873932586,14330.4535332521,10250.967369705,14001.2785510436
